age_bucket,workclass,education-num_bucket,marital-status,occupation,relationship,race,sex,hours-per-week_bucket,capital-gain_bucket,capital-loss_bucket,native-country_group,income
65+,Private,09_hs_grad,Widowed,Sales,Other-relative,White,Female,1-20,none,none,United-States,<=50K
35-44,Private,04_grade_7_8,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,North-America-other,<=50K
35-44,Local-gov,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
25-34,Self-emp-inc,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
45-54,Private,03_grade_5_6,Divorced,Farming-fishing,Unmarried,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Wife,White,Female,36-40,none,none,United-States,>50K
17-24,Private,10_12_some_college_assoc,Never-married,Other-service,Not-in-family,White,Male,21-35,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Tech-support,Husband,White,Male,41-50,none,none,United-States,<=50K
55-64,Private,06_grade_10,Divorced,Adm-clerical,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Divorced,Sales,Unmarried,White,Female,36-40,none,none,United-States,<=50K
35-44,Federal-gov,09_hs_grad,Divorced,Adm-clerical,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,Local-gov,13_bachelors,Never-married,Prof-specialty,Own-child,Black,Female,41-50,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Adm-clerical,Own-child,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,21-35,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Sales,Own-child,White,Male,21-35,none,none,United-States,<=50K
55-64,Self-emp-inc,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,<=50K
17-24,State-gov,10_12_some_college_assoc,Never-married,Prof-specialty,Own-child,White,Female,1-20,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,36-40,none,none,United-States,<=50K
55-64,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,51-60,none,none,United-States,<=50K
25-34,Self-emp-not-inc,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Separated,Sales,Unmarried,Black,Female,1-20,none,none,United-States,<=50K
25-34,Self-emp-inc,09_hs_grad,Widowed,Sales,Unmarried,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Other-service,Own-child,White,Female,1-20,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Separated,Adm-clerical,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,21-35,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Tech-support,Not-in-family,Black,Male,36-40,none,none,United-States,<=50K
17-24,Private,07_grade_11,Never-married,Exec-managerial,Own-child,White,Female,21-35,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Self-emp-not-inc,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Divorced,Prof-specialty,Unmarried,White,Female,36-40,none,none,United-States,<=50K
55-64,Private,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Sales,Wife,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Divorced,Transport-moving,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Tech-support,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,13_bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Never-married,Adm-clerical,Other-relative,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,08_grade_12,Never-married,Handlers-cleaners,Own-child,White,Male,1-20,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Sales,Not-in-family,White,Female,1-20,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Machine-op-inspct,Own-child,White,Female,21-35,none,none,United-States,<=50K
55-64,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Other-service,Wife,White,Female,36-40,none,none,North-America-other,<=50K
25-34,Private,06_grade_10,Divorced,Craft-repair,Not-in-family,White,Male,21-35,none,none,Europe,<=50K
45-54,Self-emp-inc,13_bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,41-50,none,none,Other,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,41-50,none,none,United-States,<=50K
45-54,Self-emp-not-inc,10_12_some_college_assoc,Divorced,Sales,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Divorced,Prof-specialty,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Private,09_hs_grad,Divorced,Other-service,Unmarried,White,Female,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Exec-managerial,Own-child,White,Male,41-50,none,none,United-States,<=50K
35-44,State-gov,09_hs_grad,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,36-40,none,none,United-States,<=50K
25-34,State-gov,10_12_some_college_assoc,Never-married,Adm-clerical,Unmarried,Black,Female,36-40,none,none,United-States,<=50K
25-34,Private,13_bachelors,Never-married,Sales,Own-child,White,Male,1-20,none,none,United-States,<=50K
45-54,Private,09_hs_grad,Never-married,Other-service,Not-in-family,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,<=50K
25-34,Self-emp-not-inc,09_hs_grad,Separated,Craft-repair,Own-child,White,Male,21-35,none,none,United-States,<=50K
25-34,Federal-gov,14_16_graduate,Never-married,Prof-specialty,Not-in-family,Black,Female,36-40,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Wife,Black,Female,41-50,none,none,United-States,>50K
35-44,Private,06_grade_10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,36-40,none,none,United-States,<=50K
65+,missing,09_hs_grad,Widowed,missing,Not-in-family,White,Female,1-20,none,none,United-States,<=50K
45-54,missing,09_hs_grad,Married-spouse-absent,missing,Not-in-family,Asian-Pac-Islander,Male,36-40,none,none,Asia,<=50K
35-44,Local-gov,10_12_some_college_assoc,Widowed,Adm-clerical,Unmarried,White,Female,1-20,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,13_bachelors,Never-married,Transport-moving,Own-child,White,Male,1-20,none,none,United-States,<=50K
17-24,Private,13_bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
17-24,missing,07_grade_11,Never-married,missing,Own-child,White,Male,1-20,none,none,United-States,<=50K
45-54,Local-gov,14_16_graduate,Divorced,Prof-specialty,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
17-24,Private,10_12_some_college_assoc,Never-married,Sales,Own-child,White,Female,21-35,none,none,United-States,<=50K
55-64,Local-gov,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,41-50,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,41-50,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Other-service,Not-in-family,White,Male,21-35,none,none,United-States,<=50K
25-34,Private,05_grade_9,Married-civ-spouse,Craft-repair,Husband,White,Male,21-35,none,none,North-America-other,<=50K
55-64,Private,13_bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
45-54,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,>50K
35-44,Self-emp-not-inc,10_12_some_college_assoc,Widowed,Prof-specialty,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Married-civ-spouse,Transport-moving,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,36-40,none,none,Asia,<=50K
45-54,Self-emp-not-inc,06_grade_10,Married-civ-spouse,Farming-fishing,Husband,White,Male,21-35,none,none,United-States,<=50K
25-34,Local-gov,09_hs_grad,Widowed,Other-service,Unmarried,White,Female,36-40,none,none,United-States,<=50K
25-34,Federal-gov,08_grade_12,Married-civ-spouse,Armed-Forces,Husband,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,09_hs_grad,Never-married,Transport-moving,Not-in-family,White,Male,61+,none,none,United-States,<=50K
65+,Self-emp-not-inc,09_hs_grad,Never-married,Exec-managerial,Not-in-family,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Divorced,Other-service,Not-in-family,White,Female,21-35,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,36-40,none,none,United-States,>50K
45-54,Local-gov,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,<=50K
55-64,Private,09_hs_grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Husband,White,Male,36-40,none,none,United-States,>50K
25-34,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,36-40,none,none,United-States,>50K
45-54,Local-gov,13_bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,51-60,none,none,North-America-other,>50K
17-24,Private,10_12_some_college_assoc,Married-civ-spouse,Exec-managerial,Wife,Black,Female,36-40,none,none,United-States,<=50K
25-34,Self-emp-not-inc,09_hs_grad,Never-married,Craft-repair,Own-child,White,Male,41-50,none,none,United-States,<=50K
45-54,Self-emp-not-inc,14_16_graduate,Married-civ-spouse,Sales,Husband,White,Male,61+,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Tech-support,Own-child,White,Male,36-40,none,none,United-States,<=50K
45-54,Self-emp-not-inc,05_grade_9,Married-civ-spouse,Farming-fishing,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,36-40,none,none,United-States,>50K
45-54,Private,03_grade_5_6,Widowed,Other-service,Unmarried,White,Female,36-40,none,none,North-America-other,<=50K
45-54,Private,09_hs_grad,Married-civ-spouse,Craft-repair,Husband,White,Male,36-40,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,51-60,none,none,United-States,>50K
35-44,Private,13_bachelors,Married-civ-spouse,Sales,Husband,White,Male,41-50,none,none,United-States,>50K
25-34,Private,09_hs_grad,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,41-50,none,none,United-States,<=50K
17-24,missing,10_12_some_college_assoc,Never-married,missing,Own-child,White,Male,1-20,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
35-44,Self-emp-inc,04_grade_7_8,Never-married,Craft-repair,Unmarried,Black,Male,36-40,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Own-child,White,Female,1-20,none,none,United-States,<=50K
55-64,Local-gov,14_16_graduate,Married-civ-spouse,Exec-managerial,Husband,White,Male,41-50,none,none,United-States,<=50K
65+,Private,09_hs_grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,1-20,none,none,United-States,<=50K
45-54,Private,14_16_graduate,Married-civ-spouse,Prof-specialty,Husband,White,Male,51-60,none,none,United-States,>50K
17-24,Self-emp-inc,06_grade_10,Never-married,Sales,Own-child,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,13_bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,41-50,none,none,United-States,>50K
25-34,Private,10_12_some_college_assoc,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,36-40,none,none,Other,<=50K
25-34,Private,13_bachelors,Never-married,Exec-managerial,Own-child,White,Female,36-40,none,none,United-States,<=50K
35-44,Private,09_hs_grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,41-50,none,none,United-States,<=50K
17-24,Private,05_grade_9,Never-married,Other-service,Unmarried,White,Male,1-20,none,none,United-States,<=50K
25-34,Private,14_16_graduate,Never-married,Prof-specialty,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
65+,Private,14_16_graduate,Never-married,Prof-specialty,Not-in-family,White,Male,21-35,none,none,United-States,<=50K
25-34,Federal-gov,10_12_some_college_assoc,Married-AF-spouse,Adm-clerical,Wife,White,Female,36-40,none,none,United-States,>50K
65+,Private,09_hs_grad,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,36-40,none,none,Asia,<=50K
25-34,Private,09_hs_grad,Never-married,Machine-op-inspct,Unmarried,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Other-relative,White,Male,36-40,none,none,North-America-other,<=50K
17-24,Private,09_hs_grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Private,10_12_some_college_assoc,Never-married,Other-service,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Self-emp-not-inc,13_bachelors,Never-married,Sales,Not-in-family,White,Male,41-50,none,none,United-States,<=50K
35-44,Private,14_16_graduate,Never-married,Adm-clerical,Not-in-family,White,Female,41-50,none,none,Europe,>50K
25-34,Private,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Husband,White,Male,21-35,none,none,United-States,<=50K
35-44,Private,13_bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,21-35,none,none,United-States,>50K
25-34,Private,10_12_some_college_assoc,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,36-40,none,none,United-States,<=50K
45-54,Local-gov,13_bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,41-50,none,none,United-States,>50K
45-54,Private,09_hs_grad,Married-civ-spouse,Other-service,Wife,Black,Female,21-35,none,none,United-States,<=50K
17-24,Private,10_12_some_college_assoc,Never-married,Other-service,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
17-24,Private,09_hs_grad,Never-married,Sales,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
25-34,Federal-gov,10_12_some_college_assoc,Married-civ-spouse,Tech-support,Husband,White,Male,36-40,none,none,United-States,>50K
35-44,Local-gov,10_12_some_college_assoc,Never-married,Other-service,Unmarried,Black,Female,21-35,none,none,United-States,<=50K
35-44,Private,10_12_some_college_assoc,Divorced,Adm-clerical,Not-in-family,White,Male,36-40,none,none,United-States,<=50K
17-24,missing,10_12_some_college_assoc,Never-married,missing,Own-child,White,Male,1-20,none,none,United-States,<=50K
65+,Private,10_12_some_college_assoc,Never-married,Adm-clerical,Not-in-family,White,Female,36-40,none,none,United-States,<=50K
17-24,Local-gov,10_12_some_college_assoc,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,36-40,none,none,Asia,<=50K
65+,Self-emp-not-inc,09_hs_grad,Married-civ-spouse,Sales,Husband,White,Male,21-35,none,none,United-States,<=50K
45-54,Federal-gov,10_12_some_college_assoc,Married-civ-spouse,Adm-clerical,Husband,Black,Male,1-20,none,none,United-States,<=50K
25-34,Local-gov,09_hs_grad,Married-civ-spouse,Other-service,Husband,Black,Male,36-40,none,none,United-States,<=50K
